Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Network_Stability_Index,Latency_Sensitivity_Score
01-01-2025,03:11:00,6,Active,65.194,0.31,7.68,28.804,0.892,3.211,138.109,0.132,3.983,Low,62.276,4.633908200241579
01-01-2025,03:12:00,8,Active,59.416,4.354,8.431,10.0,4.998,1.065,87.815,0.535,5.12,Low,40.019999999999996,7.983181818181818
01-01-2025,03:13:00,27,Idle,49.961,1.698,7.052,9.778,3.891,0.539,367.562,0.648,13.089,Low,51.312000000000005,34.10298756726665
01-01-2025,03:14:00,9,Active,40.488,0.492,5.012,26.268,4.445,7.319,443.187,0.998,7.796,Low,29.281999999999996,16.253007187912573
01-01-2025,03:15:00,37,Idle,76.953,4.999,5.389,47.926,4.776,8.005,226.042,0.997,7.698,Low,4.313999999999993,4.620079303437845
01-01-2025,03:16:00,33,Maintenance,61.006,3.791,3.439,41.335,2.606,6.852,74.76,0.287,4.556,Low,32.605000000000004,1.7659147277666234
01-01-2025,03:17:00,42,Active,70.709,1.963,6.624,38.206,0.501,3.098,114.616,0.614,9.763,Low,56.784,2.9234300872315457
01-01-2025,03:18:00,44,Idle,47.707,1.452,4.967,42.009,3.519,8.842,183.318,0.039,4.647,Low,22.801000000000002,4.262317189425469
01-01-2025,03:19:00,24,Active,83.482,4.668,4.233,40.742,1.164,2.813,162.029,0.761,2.321,Low,47.618,3.881677926309233
01-01-2025,03:20:00,15,Active,88.688,1.502,5.515,5.818,3.194,5.311,178.957,0.161,14.385,Low,62.242,26.24772660604283
01-01-2025,03:21:00,32,Idle,69.66,4.933,9.371,41.562,3.968,8.036,395.25,0.397,10.712,Low,18.75800000000001,9.286452704290213
01-01-2025,03:22:00,32,Active,81.256,4.861,8.552,48.108,2.114,5.803,103.238,0.042,12.033,Low,30.75200000000001,2.102264396839619
01-01-2025,03:23:00,24,Idle,44.055,3.722,8.472,30.288,0.483,2.637,322.91,0.48,11.308,Low,64.882,10.32057018665303
01-01-2025,03:24:00,41,Active,88.334,4.104,7.652,13.747,2.039,9.829,116.993,0.778,14.735,Low,65.863,7.933342374720282
01-01-2025,03:25:00,49,Active,43.635,0.346,3.203,9.328,2.885,8.148,335.871,0.225,10.815,Low,61.822,32.52042989930287
01-01-2025,03:26:00,49,Active,43.711,1.783,4.091,2.608,3.051,3.827,152.861,0.75,1.275,Low,66.882,42.36723946784922
01-01-2025,03:27:00,12,Active,85.229,0.947,5.773,49.594,0.276,6.966,306.916,0.996,3.604,Medium,47.646,6.0662529153654585
01-01-2025,03:28:00,39,Active,47.113,0.977,1.743,48.28,4.656,6.967,414.368,0.555,1.142,High,5.159999999999997,8.408441558441558
01-01-2025,03:29:00,2,Active,51.833,0.362,2.621,21.936,1.478,8.121,365.145,0.707,12.63,Low,63.284,15.920169166376002
01-01-2025,03:30:00,3,Active,81.198,1.887,6.947,35.659,4.27,2.611,406.789,0.503,12.512,Low,21.641000000000005,11.096565645544068
01-01-2025,03:31:00,49,Active,81.451,0.534,2.494,47.82,4.987,3.551,364.647,0.655,0.257,Medium,2.3100000000000023,7.469213437115936
01-01-2025,03:32:00,37,Idle,35.009,2.869,6.421,32.076,2.174,1.199,100.079,0.725,8.336,Low,46.184,3.025728624984883
01-01-2025,03:33:00,49,Idle,49.19,2.016,9.475,34.628,3.82,0.436,190.562,0.238,10.242,Low,27.171999999999997,5.348658358594364
01-01-2025,03:34:00,17,Active,44.471,2.305,4.942,17.051,0.583,2.91,354.864,0.313,3.892,Medium,77.119,19.65896626225694
01-01-2025,03:35:00,49,Active,83.891,0.49,2.337,7.143,4.279,2.119,282.974,0.919,0.833,Medium,50.067,34.75058332309959
01-01-2025,03:36:00,2,Active,47.774,3.263,3.303,24.968,3.651,2.009,100.768,0.312,1.139,Low,38.522000000000006,3.880468268638324
01-01-2025,03:37:00,2,Active,44.253,4.222,3.607,49.388,3.502,4.134,267.86,0.119,14.606,Low,15.592000000000013,5.315948241644836
01-01-2025,03:38:00,28,Active,47.646,1.604,8.167,17.673,3.046,9.33,487.267,0.834,14.929,Low,51.867000000000004,26.09473571466824
01-01-2025,03:39:00,23,Idle,82.549,0.691,7.548,49.888,2.557,6.103,405.572,0.107,9.99,Low,24.542,7.9698946706492695
01-01-2025,03:40:00,37,Active,41.433,0.462,9.918,21.0,2.247,6.448,468.745,0.196,11.266,Low,56.53,21.30659090909091
01-01-2025,03:41:00,32,Active,41.072,1.438,8.182,40.85,2.564,1.562,132.767,0.02,5.946,Low,33.50999999999999,3.1724492234169652
01-01-2025,03:42:00,33,Active,80.27,2.255,7.766,38.456,1.598,2.294,187.86,0.306,14.455,Low,45.56399999999999,4.76125304136253
01-01-2025,03:43:00,1,Active,40.316,1.533,9.935,45.321,4.753,7.42,432.741,0.04,2.558,Medium,7.149000000000001,9.342220591092593
01-01-2025,03:44:00,19,Active,60.164,2.155,5.095,3.324,1.74,2.272,118.916,0.786,13.693,Low,79.27600000000001,27.501387604070306
01-01-2025,03:45:00,2,Active,59.005,2.079,6.996,32.805,3.849,2.206,242.663,0.547,9.619,Low,28.705,7.1783168170389
01-01-2025,03:46:00,44,Active,30.658,2.319,9.765,48.343,3.898,6.716,257.276,0.805,0.976,Medium,12.676999999999992,5.2140323855460755
01-01-2025,03:47:00,26,Active,66.5,2.645,3.734,21.492,3.999,0.95,289.14,0.68,8.206,Low,38.518,12.855237417748532
01-01-2025,03:48:00,32,Maintenance,70.307,2.942,9.26,39.285,2.257,3.786,442.609,0.653,9.526,Low,38.145,10.986943030904804
01-01-2025,03:49:00,6,Active,42.13,3.494,2.497,3.057,1.788,5.075,263.986,0.794,8.012,Low,79.063,65.06926300221838
01-01-2025,03:50:00,32,Active,64.649,2.622,9.541,22.298,4.91,1.015,370.591,0.032,14.492,Low,28.602000000000004,15.906558502875784
01-01-2025,03:51:00,4,Active,38.644,3.249,4.763,35.331,2.297,2.814,122.551,0.601,4.427,Low,41.699,3.3731799289862647
01-01-2025,03:52:00,11,Idle,74.447,2.986,8.128,36.056,3.139,5.035,141.949,0.864,11.09,Low,32.554,3.8306617012089816
01-01-2025,03:53:00,17,Active,62.142,1.201,3.753,7.637,2.968,7.825,178.793,0.957,9.973,Low,62.683,20.700822044691442
01-01-2025,03:54:00,38,Active,54.656,4.835,7.74,44.536,4.009,4.823,202.763,0.731,2.546,Medium,15.373999999999995,4.452806570625439
01-01-2025,03:55:00,24,Maintenance,87.691,4.396,6.459,1.908,2.74,9.789,316.207,0.767,14.409,Low,70.692,108.7369325997249
01-01-2025,03:56:00,5,Active,87.19,3.968,3.909,8.516,0.063,3.708,290.849,0.192,5.76,Low,90.854,30.56420765027322
01-01-2025,03:57:00,34,Idle,32.284,4.885,9.992,37.614,4.009,2.247,470.094,0.373,1.711,High,22.295999999999992,12.17418552856477
01-01-2025,03:58:00,6,Idle,47.911,0.593,7.216,48.118,4.859,1.342,181.626,0.014,12.534,Low,3.2920000000000016,3.69774827965308
01-01-2025,03:59:00,22,Active,44.413,0.655,9.409,26.748,3.161,1.9,245.212,0.775,8.269,Low,41.641999999999996,8.837105376964105
01-01-2025,04:00:00,11,Active,87.19,3.631,5.144,45.729,1.837,7.475,321.158,0.302,10.76,Low,35.900999999999996,6.872777076333755
01-01-2025,04:01:00,48,Active,41.038,3.557,3.885,37.754,3.447,2.073,271.142,0.144,0.023,Medium,27.77600000000001,6.9964906848325334
01-01-2025,04:02:00,16,Active,33.283,2.334,7.576,34.786,0.092,9.869,366.379,0.412,3.315,Medium,64.294,10.238053987592913
01-01-2025,04:03:00,33,Active,42.116,3.028,1.874,16.67,0.392,5.267,151.831,0.997,7.625,Low,79.41,8.592586304470853
01-01-2025,04:04:00,9,Active,75.138,2.407,8.357,9.248,1.83,0.784,253.253,0.609,8.651,Low,72.452,24.71243169398907
01-01-2025,04:05:00,6,Active,60.842,2.497,7.603,45.943,3.864,1.213,441.336,0.412,5.476,Low,15.417000000000002,9.401529514517607
01-01-2025,04:06:00,16,Active,88.037,3.134,5.707,33.277,4.576,6.861,66.503,0.303,10.719,Low,20.962999999999994,1.9401639583394112
01-01-2025,04:07:00,29,Active,78.705,3.675,5.74,36.701,4.789,8.197,351.953,0.904,11.621,Low,15.408999999999992,9.335375719476936
01-01-2025,04:08:00,3,Active,41.829,3.524,9.919,16.124,4.071,6.06,154.469,0.189,6.297,Low,43.16600000000001,9.020614342443354
01-01-2025,04:09:00,20,Active,52.66,4.842,3.286,7.463,4.592,5.811,84.712,0.22,13.873,Low,46.617000000000004,10.009689235495687
01-01-2025,04:10:00,36,Active,78.901,4.204,4.811,25.204,4.365,1.201,370.374,0.304,13.699,Low,31.146,14.134254312318731
01-01-2025,04:11:00,19,Active,74.157,0.492,6.255,1.674,3.059,9.037,393.836,0.55,14.131,Low,67.73599999999999,147.28347045624534
01-01-2025,04:12:00,26,Maintenance,49.822,4.351,3.303,22.891,0.288,3.421,113.644,0.232,9.319,Low,74.229,4.756770331924156
01-01-2025,04:13:00,3,Idle,65.388,1.773,6.371,6.913,0.575,5.988,306.438,0.768,10.678,Low,87.337,38.725894098319216
01-01-2025,04:14:00,19,Maintenance,65.072,3.575,4.986,32.299,1.056,1.433,373.585,0.425,11.414,Low,57.141,11.219105678849214
01-01-2025,04:15:00,20,Idle,82.717,3.561,5.736,13.615,2.098,2.081,330.499,0.493,2.054,Medium,65.405,22.613684570646598
01-01-2025,04:16:00,32,Active,31.263,0.638,6.235,26.214,4.883,9.415,84.406,0.831,14.887,Low,24.956000000000003,3.101565370765048
01-01-2025,04:17:00,7,Active,45.535,4.83,7.798,5.506,2.518,8.369,157.616,0.898,3.476,Low,69.31400000000001,24.22625268982478
01-01-2025,04:18:00,41,Active,72.671,1.753,9.933,18.471,3.294,1.412,238.738,0.375,9.746,Low,48.589,12.261208977453649
01-01-2025,04:19:00,33,Active,68.852,4.731,4.104,9.734,4.933,6.101,441.227,0.756,1.042,High,40.936,41.10555245015837
01-01-2025,04:20:00,40,Active,50.488,2.516,4.028,27.546,1.918,3.67,329.967,0.031,12.863,Low,53.274,11.559132628038954
01-01-2025,04:21:00,39,Active,81.546,1.947,2.324,13.277,3.917,1.871,177.315,0.493,0.51,Low,47.553,12.419625971842825
01-01-2025,04:22:00,18,Idle,74.101,0.496,3.815,25.526,1.951,2.458,107.04,0.186,12.62,Low,54.964,4.035286134358743
01-01-2025,04:23:00,40,Idle,65.94,4.775,8.503,24.259,4.641,6.204,237.059,0.234,0.146,Medium,29.33099999999999,9.3851300526545
01-01-2025,04:24:00,1,Active,44.727,1.502,9.939,14.286,0.38,6.231,441.595,0.031,1.31,High,81.914,28.88885254481225
01-01-2025,04:25:00,11,Active,47.871,3.06,3.289,43.437,0.254,3.955,149.333,0.878,10.309,Low,54.023,3.3605553930283323
01-01-2025,04:26:00,28,Active,68.767,1.629,8.139,17.839,4.817,5.412,476.353,0.206,12.53,Low,33.991,25.285471628005734
01-01-2025,04:27:00,25,Active,87.898,2.181,7.786,9.895,2.048,5.201,193.874,0.407,6.62,Low,69.625,17.794768242312987
01-01-2025,04:28:00,50,Maintenance,81.205,0.449,5.233,23.726,4.485,9.111,394.789,0.439,11.485,Low,31.424000000000007,15.966553425543962
01-01-2025,04:29:00,23,Active,42.54,0.508,4.147,47.82,1.971,6.667,117.47,0.678,11.145,Low,32.47,2.4061859893486277
01-01-2025,04:30:00,31,Idle,74.871,0.338,9.264,10.051,0.713,9.713,57.128,0.305,10.536,Low,82.819,5.169486924260248
01-01-2025,04:31:00,30,Maintenance,86.206,1.429,1.571,20.121,3.214,6.81,401.545,0.636,6.529,Low,47.739000000000004,19.011647175796604
01-01-2025,04:32:00,42,Active,35.903,2.658,9.857,44.603,4.461,2.671,395.451,0.781,8.5,Low,10.786999999999992,8.671600552595224
01-01-2025,04:33:00,35,Maintenance,70.794,3.435,5.867,10.086,0.559,0.174,392.809,0.595,14.122,Low,84.324,35.432888327620425
01-01-2025,04:34:00,7,Active,35.087,3.212,7.483,47.311,3.269,2.886,487.327,0.379,0.882,High,19.998999999999995,10.087288609219433
01-01-2025,04:35:00,16,Active,30.282,2.222,1.924,14.487,4.875,4.418,74.549,0.925,9.477,Low,36.763,4.813650158197198
01-01-2025,04:36:00,26,Idle,88.525,0.464,1.857,40.834,1.432,9.206,73.239,0.047,1.207,Low,44.846,1.7507051680451307
01-01-2025,04:37:00,48,Active,42.563,2.758,2.743,2.049,1.82,1.137,483.642,0.144,8.365,Low,79.751,158.62315513283045
01-01-2025,04:38:00,49,Idle,77.967,3.634,7.409,41.573,4.109,1.239,381.942,0.52,13.844,Low,17.337000000000003,8.97146078500458
01-01-2025,04:39:00,2,Idle,63.488,0.655,2.899,42.581,1.32,7.565,301.105,0.228,14.086,Low,44.218999999999994,6.909088823110989
01-01-2025,04:40:00,1,Idle,67.791,1.355,8.306,39.945,0.01,0.849,377.391,0.662,13.121,Low,59.955,9.217022835511052
01-01-2025,04:41:00,48,Active,39.09,2.85,5.49,16.21,3.807,3.399,226.79,0.732,7.907,Low,45.72,13.177803602556653
01-01-2025,04:42:00,12,Active,75.421,1.62,5.838,24.291,1.957,1.011,378.603,0.427,4.103,Medium,56.138999999999996,14.969870704993872
01-01-2025,04:43:00,5,Maintenance,50.304,2.825,4.484,3.002,1.543,9.833,363.616,0.128,2.885,Medium,81.568,90.85857071464268
01-01-2025,04:44:00,37,Active,66.194,3.236,2.189,43.855,1.496,8.741,330.623,0.639,13.577,Low,41.185,7.37092854754208
01-01-2025,04:45:00,32,Active,53.925,0.969,8.999,36.3,0.231,7.777,391.11,0.026,14.785,Low,61.39,10.485522788203754
01-01-2025,04:46:00,9,Active,40.759,3.424,4.105,33.962,2.687,2.16,343.76,0.11,9.956,Low,39.16799999999999,9.832389451404381
01-01-2025,04:47:00,41,Active,38.14,3.557,2.946,29.782,0.515,9.549,61.178,0.548,6.045,Low,65.06800000000001,1.9874602040153335
01-01-2025,04:48:00,35,Active,53.571,1.877,5.318,15.296,1.538,2.356,67.586,0.076,12.446,Low,69.324,4.147398134511537
01-01-2025,04:49:00,19,Maintenance,30.444,4.974,5.558,35.495,0.469,8.186,463.348,0.12,5.579,Low,59.815000000000005,12.696204959583506
01-01-2025,04:50:00,48,Maintenance,87.834,2.107,2.051,15.671,2.273,4.195,435.458,0.28,11.976,Low,61.599000000000004,26.120688620958553
01-01-2025,04:51:00,16,Active,47.198,1.092,5.915,19.522,0.977,2.848,426.727,0.371,14.161,Low,70.708,20.793636097846214
01-01-2025,04:52:00,3,Active,70.531,4.565,4.989,3.069,0.453,6.767,246.29,0.085,14.019,Low,92.401,60.528385352666504
01-01-2025,04:53:00,20,Active,64.334,3.475,9.62,39.333,2.16,0.144,154.972,0.545,1.001,Low,39.067,3.8423127463863342
01-01-2025,04:54:00,24,Idle,73.849,4.766,2.748,15.572,4.019,2.201,392.539,0.611,3.295,Medium,44.238,23.68688148684528
01-01-2025,04:55:00,33,Active,79.719,1.027,9.727,3.682,4.756,3.357,265.623,0.666,10.927,Low,48.757999999999996,56.732806492951724
01-01-2025,04:56:00,24,Active,82.581,1.587,4.778,38.05,2.149,9.088,100.812,0.61,7.795,Low,40.46,2.581613316261204
01-01-2025,04:57:00,11,Active,70.228,1.952,7.227,44.064,3.792,9.254,480.681,0.958,11.922,Low,18.01599999999999,10.666629682229717
01-01-2025,04:58:00,49,Active,53.283,0.487,8.029,38.365,1.616,9.029,195.195,0.037,6.733,Low,45.474999999999994,4.95859265845294
01-01-2025,04:59:00,8,Maintenance,59.636,1.335,5.22,9.382,2.776,2.592,404.885,0.452,3.268,Medium,62.858000000000004,38.998747832787515
01-01-2025,05:00:00,36,Active,52.006,0.217,5.354,48.059,2.583,4.904,293.164,0.811,6.175,Low,26.111000000000004,5.9757434925294035
01-01-2025,05:01:00,38,Active,87.022,0.269,5.407,44.818,3.828,0.233,454.891,0.264,8.32,Low,16.902000000000015,9.928215984984067
01-01-2025,05:02:00,40,Active,49.224,3.569,5.989,12.566,3.654,8.879,276.908,0.504,11.03,Low,50.894000000000005,20.411912133274363
01-01-2025,05:03:00,20,Active,45.884,3.991,4.426,43.566,4.811,2.803,172.189,0.71,0.247,Low,8.323999999999998,3.863685320648027
01-01-2025,05:04:00,35,Active,62.918,4.033,6.428,16.7,2.988,6.993,155.531,0.018,4.397,Low,53.42,8.787062146892657
01-01-2025,05:05:00,48,Idle,35.721,1.034,8.158,48.725,2.253,4.013,177.763,0.478,3.27,Low,28.745000000000005,3.5749220713926597
01-01-2025,05:06:00,25,Active,83.07,0.459,7.008,30.332,3.752,3.979,336.736,0.992,9.448,Low,32.147999999999996,10.747350951104302
01-01-2025,05:07:00,35,Active,89.15,1.018,1.632,23.831,0.136,0.884,432.174,0.343,9.534,Low,74.809,17.404615198743507
01-01-2025,05:08:00,25,Active,50.904,2.792,6.876,44.886,0.014,3.195,113.469,0.555,3.202,Low,54.974,2.4728457481584796
01-01-2025,05:09:00,29,Active,36.952,2.112,7.421,43.185,3.46,1.098,304.051,0.897,6.769,Low,22.215000000000003,6.88131718909132
01-01-2025,05:10:00,18,Maintenance,46.648,1.638,8.556,30.053,1.618,5.946,345.034,0.801,3.645,Medium,53.766999999999996,11.111132579782952
01-01-2025,05:11:00,46,Active,55.131,1.295,7.023,39.177,4.23,6.901,82.297,0.368,4.023,Low,18.522999999999996,2.048361002563656
01-01-2025,05:12:00,18,Active,80.32,3.594,4.191,16.933,1.501,1.0,192.962,0.581,10.274,Low,68.057,10.760162828305358
01-01-2025,05:13:00,2,Idle,88.062,4.332,3.341,16.569,0.69,8.751,390.928,0.855,14.887,Low,76.531,22.251010302236896
01-01-2025,05:14:00,35,Active,73.182,4.798,4.933,46.162,1.233,7.531,70.611,0.076,6.144,Low,41.508,1.4972011365082059
01-01-2025,05:15:00,16,Active,85.948,4.07,4.343,32.778,3.615,7.185,440.015,0.358,10.711,Low,31.072000000000003,13.026674166617324
01-01-2025,05:16:00,41,Idle,40.857,4.62,1.58,23.291,2.583,6.841,214.538,0.9,10.051,Low,50.879,8.831995389238813
01-01-2025,05:17:00,36,Active,85.745,2.966,4.949,13.484,2.094,8.137,123.721,0.149,3.32,Low,65.57600000000001,8.541908312620823
01-01-2025,05:18:00,33,Active,64.727,4.948,2.168,15.94,2.487,0.922,458.623,0.4,4.141,Medium,59.19,27.073376623376628
01-01-2025,05:19:00,4,Idle,56.939,4.959,4.893,37.915,4.469,4.178,181.077,0.647,0.882,Low,17.394999999999996,4.653141462161121
01-01-2025,05:20:00,33,Maintenance,57.231,2.702,4.115,8.421,4.845,7.388,268.396,0.614,8.825,Low,43.129000000000005,28.48912005095001
01-01-2025,05:21:00,14,Active,87.177,3.272,2.631,27.464,1.708,1.336,155.157,0.467,4.599,Low,55.456,5.450990725126476
01-01-2025,05:22:00,21,Active,51.926,1.413,5.463,14.534,2.871,5.685,421.882,0.595,10.827,Low,56.756,27.158619801725248
01-01-2025,05:23:00,48,Active,39.327,1.577,8.644,43.706,1.82,3.301,247.341,0.869,8.858,Low,38.093999999999994,5.532613072070863
01-01-2025,05:24:00,20,Active,65.514,1.528,7.14,21.445,4.384,4.251,299.116,0.303,8.709,Low,34.715,13.32662062820227
01-01-2025,05:25:00,8,Active,36.656,4.968,2.831,16.424,2.585,3.982,324.165,0.42,1.666,Medium,57.726,18.60451101928375
01-01-2025,05:26:00,7,Active,72.741,0.139,3.265,46.288,2.079,9.812,422.106,0.368,11.012,Low,32.922,8.926281509050922
01-01-2025,05:27:00,3,Active,30.046,2.782,6.85,7.605,0.478,3.374,333.435,0.799,8.087,Low,87.615,38.748983149331785
01-01-2025,05:28:00,17,Active,54.507,2.28,6.301,22.965,3.683,2.059,75.076,0.937,7.873,Low,40.205,3.1327352388900476
01-01-2025,05:29:00,33,Active,77.987,0.433,5.801,6.818,3.907,8.435,51.366,0.237,3.406,Low,54.112,6.5702225633154265
01-01-2025,05:30:00,48,Active,54.542,3.428,1.799,48.53,4.492,9.56,212.794,0.736,14.326,Low,6.549999999999997,4.296264889965678
01-01-2025,05:31:00,12,Active,75.939,1.78,2.17,26.65,3.524,5.858,389.406,0.642,1.441,Medium,38.11,14.083399638336347
01-01-2025,05:32:00,22,Active,72.221,1.902,8.701,22.19,1.831,1.407,207.886,0.611,0.874,Medium,59.5,8.964467442863302
01-01-2025,05:33:00,22,Idle,70.186,2.227,7.412,27.82,4.668,2.691,448.279,0.193,4.954,Medium,25.5,15.554441360166551
01-01-2025,05:34:00,46,Active,54.837,4.385,8.589,31.344,2.188,1.838,198.035,0.934,2.409,Low,46.775999999999996,6.1227739302498145
01-01-2025,05:35:00,30,Active,85.105,4.828,5.442,4.227,0.175,7.061,408.241,0.351,7.532,Low,94.023,78.10235316625214
01-01-2025,05:36:00,38,Active,51.605,4.418,2.904,18.965,1.692,1.255,63.702,0.565,5.885,Low,64.11500000000001,3.1906836964688203
01-01-2025,05:37:00,38,Active,52.893,1.831,8.397,14.349,4.483,5.207,134.73,0.258,12.733,Low,40.821,8.777770538797315
01-01-2025,05:38:00,45,Maintenance,71.85,2.337,8.985,10.116,2.972,0.735,421.744,0.749,1.552,High,60.164,37.94026628283556
01-01-2025,05:39:00,8,Idle,74.783,0.852,8.814,42.035,0.373,2.932,137.98,0.863,10.657,Low,54.23500000000001,3.206227489252934
01-01-2025,05:40:00,27,Active,48.879,3.248,9.569,31.189,0.866,8.622,321.145,0.946,11.283,Low,60.150999999999996,9.976855447513126
01-01-2025,05:41:00,27,Active,77.773,1.268,5.091,27.184,3.567,2.484,325.204,0.563,11.638,Low,37.146,11.538603462957706
01-01-2025,05:42:00,34,Active,79.611,3.079,9.038,10.528,2.922,2.157,242.664,0.439,9.546,Low,60.251999999999995,21.049965301873698
01-01-2025,05:43:00,21,Active,32.726,3.674,5.114,22.403,4.985,3.569,129.116,0.53,12.577,Low,27.746999999999986,5.517070461052003
01-01-2025,05:44:00,30,Active,58.177,1.376,6.127,2.79,0.098,2.684,311.994,0.467,7.184,Low,96.23,82.3203166226913
01-01-2025,05:45:00,33,Idle,69.576,0.203,6.965,36.903,4.84,5.651,373.195,0.719,6.927,Low,14.697000000000003,9.846054402026224
01-01-2025,05:46:00,28,Maintenance,45.034,2.848,9.021,1.575,0.082,8.812,344.088,0.61,3.498,Medium,97.605,133.6264077669903
01-01-2025,05:47:00,47,Active,69.73,1.731,7.709,16.536,2.957,9.69,104.452,0.83,12.817,Low,53.894000000000005,5.956432481751825
01-01-2025,05:48:00,33,Active,40.62,1.81,7.401,14.779,1.408,4.312,57.965,0.605,11.251,Low,71.141,3.6735534571265607
01-01-2025,05:49:00,5,Active,30.621,0.788,4.529,34.988,0.569,3.715,154.538,0.533,6.53,Low,59.322,4.294153606757808
01-01-2025,05:50:00,48,Active,64.853,2.586,7.302,6.565,1.816,3.845,99.585,0.035,11.574,Low,75.275,13.16391275611368
01-01-2025,05:51:00,19,Active,34.005,3.258,3.2,22.081,2.993,7.335,128.538,0.138,5.497,Low,47.989000000000004,5.568996144014558
01-01-2025,05:52:00,4,Idle,57.11,2.923,2.012,39.737,3.207,9.474,359.344,0.097,14.139,Low,28.192999999999998,8.82107175295186
01-01-2025,05:53:00,35,Active,56.046,4.133,7.47,12.273,1.448,4.257,191.158,0.542,6.715,Low,73.247,14.402019136593083
01-01-2025,05:54:00,49,Idle,87.126,2.002,8.087,45.682,1.877,8.394,369.56,0.316,0.062,Medium,35.548,7.916541707724605
01-01-2025,05:55:00,17,Active,37.243,1.267,1.892,32.128,1.046,8.994,286.722,0.015,6.956,Low,57.412,8.654974643805843
01-01-2025,05:56:00,44,Active,60.032,2.537,1.884,37.716,2.47,5.512,435.354,0.464,3.785,Medium,37.583999999999996,11.244808347969832
01-01-2025,05:57:00,28,Active,77.135,0.615,4.792,12.358,4.516,8.774,249.902,0.412,11.186,Low,42.482,18.70804012576733
01-01-2025,05:58:00,30,Idle,36.343,3.501,9.614,28.721,0.739,8.765,217.632,0.382,10.606,Low,63.888999999999996,7.322499242959524
01-01-2025,05:59:00,29,Active,68.479,2.277,6.408,21.638,1.13,7.944,405.111,0.912,1.131,High,67.062,17.895176252319107
01-01-2025,06:00:00,46,Active,87.549,4.341,4.135,47.442,4.749,0.404,92.154,0.199,2.797,Low,5.067999999999998,1.9023574584038643
01-01-2025,06:01:00,6,Active,30.893,0.164,1.58,28.256,4.075,8.329,358.868,0.249,1.533,Medium,30.994,12.266475252939568
01-01-2025,06:02:00,35,Idle,58.07,2.745,2.948,44.308,4.422,6.029,296.698,0.751,4.483,Medium,11.472000000000008,6.548468261675642
01-01-2025,06:03:00,41,Idle,81.296,4.399,3.033,39.081,0.721,2.441,406.542,0.123,4.976,Medium,53.708999999999996,10.143010403932037
01-01-2025,06:04:00,37,Active,40.972,1.831,7.448,3.723,1.826,5.275,180.497,0.968,4.792,Low,78.017,38.216599618886306
01-01-2025,06:05:00,24,Idle,66.866,2.761,8.972,11.095,2.754,8.797,89.508,0.193,4.978,Low,61.365,7.400413393964447
01-01-2025,06:06:00,29,Idle,63.919,4.233,1.765,6.682,2.333,1.327,138.621,0.842,10.75,Low,69.988,18.04491017964072
